campaignid,sample,family,genus,species,count,stage,scientific,caab_code
2023-03_SwC_stereo-BRUVs,26,Monacanthidae,Meuschenia,hippocrepis,1,AD,Monacanthidae Meuschenia hippocrepis,37465004
2023-03_SwC_stereo-BRUVs,26,Aracanidae,Anoplocapros,lenticularis,1,AD,Aracanidae Anoplocapros lenticularis,37466010
2023-03_SwC_stereo-BRUVs,26,Pempherididae,Parapriacanthus,elongatus,123,AD,Pempherididae Parapriacanthus elongatus,37357002
2023-03_SwC_stereo-BRUVs,26,Pomacentridae,Chromis,klunzingeri,6,AD,Pomacentridae Chromis klunzingeri,37372044
2023-03_SwC_stereo-BRUVs,26,Microcanthidae,Neatypus,obliquus,69,AD,Microcanthidae Neatypus obliquus,37361002
2023-03_SwC_stereo-BRUVs,26,Serranidae,Epinephelides,armatus,1,AD,Serranidae Epinephelides armatus,37311100
2023-03_SwC_stereo-BRUVs,26,Sparidae,Chrysophrys,auratus,2,AD,Sparidae Chrysophrys auratus,37353001
2023-03_SwC_stereo-BRUVs,26,Triakidae,Furgaleus,macki,1,AD,Triakidae Furgaleus macki,37017003
2023-03_SwC_stereo-BRUVs,26,Trygonorrhinidae,Trygonorrhina,dumerilii,1,AD,Trygonorrhinidae Trygonorrhina dumerilii,37027011
2023-03_SwC_stereo-BRUVs,26,Unknown,Unknown,Unknown,1,AD,Unknown Unknown Unknown,NA
2023-03_SwC_stereo-BRUVs,26,Unknown,Unknown,spp,3,NA,NA NA NA,NA
2023-03_SwC_stereo-BRUVs,29,Carangidae,Pseudocaranx,spp,4,AD,Carangidae Pseudocaranx spp,37337924
2023-03_SwC_stereo-BRUVs,29,Cheilodactylidae,Nemadactylus,valenciennesi,2,AD,Cheilodactylidae Nemadactylus valenciennesi,37377004
2023-03_SwC_stereo-BRUVs,29,Glaucosomatidae,Glaucosoma,hebraicum,2,AD,Glaucosomatidae Glaucosoma hebraicum,37320004
2023-03_SwC_stereo-BRUVs,29,Heterodontidae,Heterodontus,portusjacksoni,1,AD,Heterodontidae Heterodontus portusjacksoni,37007001
2023-03_SwC_stereo-BRUVs,29,Labridae,Bodianus,frenchii,1,AD,Labridae Bodianus frenchii,37384057
2023-03_SwC_stereo-BRUVs,29,Labridae,Coris,auricularis,20,AD,Labridae Coris auricularis,37384088
2023-03_SwC_stereo-BRUVs,29,Labridae,Notolabrus,parilus,1,AD,Labridae Notolabrus parilus,37384022
2023-03_SwC_stereo-BRUVs,29,Labridae,Ophthalmolepis,lineolatus,20,AD,Labridae Ophthalmolepis lineolatus,37384040
2023-03_SwC_stereo-BRUVs,29,Labridae,Pseudolabrus,biserialis,9,AD,Labridae Pseudolabrus biserialis,37384149
2023-03_SwC_stereo-BRUVs,29,Monacanthidae,Meuschenia,galii,1,AD,Monacanthidae Meuschenia galii,37465040
2023-03_SwC_stereo-BRUVs,29,Pempherididae,Parapriacanthus,elongatus,138,AD,Pempherididae Parapriacanthus elongatus,37357002
2023-03_SwC_stereo-BRUVs,29,Pomacentridae,Chromis,klunzingeri,1,AD,Pomacentridae Chromis klunzingeri,37372044
2023-03_SwC_stereo-BRUVs,29,Microcanthidae,Neatypus,obliquus,3,AD,Microcanthidae Neatypus obliquus,37361002
2023-03_SwC_stereo-BRUVs,29,Serranidae,Epinephelides,armatus,2,AD,Serranidae Epinephelides armatus,37311100
2023-03_SwC_stereo-BRUVs,29,Sparidae,Chrysophrys,auratus,2,AD,Sparidae Chrysophrys auratus,37353001
2023-03_SwC_stereo-BRUVs,29,Urolophidae,Trygonoptera,ovalis,1,AD,Urolophidae Trygonoptera ovalis,37038016
2023-03_SwC_stereo-BRUVs,3,Gerreidae,Parequula,melbournensis,3,AD,Gerreidae Parequula melbournensis,37349001
2023-03_SwC_stereo-BRUVs,3,Labridae,Austrolabrus,maculatus,3,AD,Labridae Austrolabrus maculatus,37384025
2023-03_SwC_stereo-BRUVs,3,Labridae,Choerodon,rubescens,1,AD,Labridae Choerodon rubescens,37384039
2023-03_SwC_stereo-BRUVs,3,Labridae,Coris,auricularis,3,AD,Labridae Coris auricularis,37384088
2023-03_SwC_stereo-BRUVs,3,Labridae,Eupetrichthys,angustipes,1,AD,Labridae Eupetrichthys angustipes,37384105
2023-03_SwC_stereo-BRUVs,3,Labridae,Ophthalmolepis,lineolatus,16,AD,Labridae Ophthalmolepis lineolatus,37384040
2023-03_SwC_stereo-BRUVs,3,Labridae,Pseudolabrus,biserialis,7,AD,Labridae Pseudolabrus biserialis,37384149
2023-03_SwC_stereo-BRUVs,3,Mullidae,Upeneichthys,vlamingii,1,AD,Mullidae Upeneichthys vlamingii,37355029
2023-03_SwC_stereo-BRUVs,3,Pomacentridae,Chromis,klunzingeri,18,AD,Pomacentridae Chromis klunzingeri,37372044
2023-03_SwC_stereo-BRUVs,3,Microcanthidae,Neatypus,obliquus,10,AD,Microcanthidae Neatypus obliquus,37361002
2023-03_SwC_stereo-BRUVs,3,Microcanthidae,Tilodon,sexfasciatus,1,AD,Microcanthidae Tilodon sexfasciatus,37361003
2023-03_SwC_stereo-BRUVs,3,Serranidae,Caesioperca,spp,9,AD,Serranidae Caesioperca spp,37311919
2023-03_SwC_stereo-BRUVs,3,Urolophidae,Trygonoptera,ovalis,1,AD,Urolophidae Trygonoptera ovalis,37038016
2023-03_SwC_stereo-BRUVs,31,Chaetodontidae,Chelmonops,curiosus,2,AD,Chaetodontidae Chelmonops curiosus,37365066
2023-03_SwC_stereo-BRUVs,31,Heterodontidae,Heterodontus,portusjacksoni,1,AD,Heterodontidae Heterodontus portusjacksoni,37007001
2023-03_SwC_stereo-BRUVs,31,Labridae,Coris,auricularis,5,AD,Labridae Coris auricularis,37384088
2023-03_SwC_stereo-BRUVs,31,Labridae,Pseudolabrus,biserialis,4,AD,Labridae Pseudolabrus biserialis,37384149
2023-03_SwC_stereo-BRUVs,31,Monacanthidae,Meuschenia,galii,1,AD,Monacanthidae Meuschenia galii,37465040
2023-03_SwC_stereo-BRUVs,31,Monacanthidae,Meuschenia,scabra,4,AD,Monacanthidae Meuschenia scabra,37465005
2023-03_SwC_stereo-BRUVs,31,Monacanthidae,Meuschenia,venusta,1,AD,Monacanthidae Meuschenia venusta,37465060
2023-03_SwC_stereo-BRUVs,31,Muraenidae,Gymnothorax,prasinus,1,AD,Muraenidae Gymnothorax prasinus,37060006
2023-03_SwC_stereo-BRUVs,31,Muraenidae,Gymnothorax,woodwardi,1,AD,Muraenidae Gymnothorax woodwardi,37060054
2023-03_SwC_stereo-BRUVs,31,Microcanthidae,Neatypus,obliquus,34,AD,Microcanthidae Neatypus obliquus,37361002
2023-03_SwC_stereo-BRUVs,31,Serranidae,Caesioperca,spp,38,AD,Serranidae Caesioperca spp,37311919
2023-03_SwC_stereo-BRUVs,31,Serranidae,Epinephelides,armatus,2,AD,Serranidae Epinephelides armatus,37311100
2023-03_SwC_stereo-BRUVs,31,Sparidae,Chrysophrys,auratus,4,AD,Sparidae Chrysophrys auratus,37353001
2023-03_SwC_stereo-BRUVs,32,Carangidae,Pseudocaranx,sp,9,AD,Carangidae Pseudocaranx sp,NA
2023-03_SwC_stereo-BRUVs,32,Cheilodactylidae,Nemadactylus,valenciennesi,1,AD,Cheilodactylidae Nemadactylus valenciennesi,37377004
2023-03_SwC_stereo-BRUVs,32,Dasyatidae,Bathytoshia,brevicaudata,1,AD,Dasyatidae Bathytoshia brevicaudata,37035001
2023-03_SwC_stereo-BRUVs,32,Gobiesocidae,Unknown,spp,1,AD,Gobiesocidae NA spp,37206000
2023-03_SwC_stereo-BRUVs,32,Heterodontidae,Heterodontus,portusjacksoni,1,AD,Heterodontidae Heterodontus portusjacksoni,37007001
2023-03_SwC_stereo-BRUVs,32,Labridae,Coris,auricularis,22,AD,Labridae Coris auricularis,37384088
2023-03_SwC_stereo-BRUVs,32,Labridae,Ophthalmolepis,lineolatus,1,AD,Labridae Ophthalmolepis lineolatus,37384040
2023-03_SwC_stereo-BRUVs,32,Labridae,Pseudolabrus,biserialis,4,AD,Labridae Pseudolabrus biserialis,37384149
2023-03_SwC_stereo-BRUVs,32,Neosebastidae,Neosebastes,bougainvillii,1,AD,Neosebastidae Neosebastes bougainvillii,37287004
2023-03_SwC_stereo-BRUVs,32,Orectolobidae,Orectolobus,spp,1,AD,Orectolobidae Orectolobus spp,37013906
2023-03_SwC_stereo-BRUVs,32,Platycephalidae,Platycephalus,speculator,2,AD,Platycephalidae Platycephalus speculator,37296037
2023-03_SwC_stereo-BRUVs,32,Pomacentridae,Chromis,westaustralis,70,AD,Pomacentridae Chromis westaustralis,37372055
2023-03_SwC_stereo-BRUVs,32,SUS,SUS,SUS,2,AD,SUS SUS SUS,NA
2023-03_SwC_stereo-BRUVs,32,Microcanthidae,Neatypus,obliquus,27,AD,Microcanthidae Neatypus obliquus,37361002
2023-03_SwC_stereo-BRUVs,32,Scorpididae,Scorpis,georgiana,1,AD,Scorpididae Scorpis georgiana,37361015
2023-03_SwC_stereo-BRUVs,32,Serranidae,Caesioperca,rasor,1,AD,Serranidae Caesioperca rasor,37311003
2023-03_SwC_stereo-BRUVs,32,Serranidae,Caesioperca,sp,1,AD,Serranidae Caesioperca sp,NA
2023-03_SwC_stereo-BRUVs,32,Serranidae,Epinephelides,armatus,2,AD,Serranidae Epinephelides armatus,37311100
2023-03_SwC_stereo-BRUVs,32,Sparidae,Chrysophrys,auratus,6,AD,Sparidae Chrysophrys auratus,37353001
2023-03_SwC_stereo-BRUVs,32,Unknown,Unknown,Unknown,2,AD,Unknown Unknown Unknown,NA
2023-03_SwC_stereo-BRUVs,32,Unknown,Unknown,spp,1,AD,NA NA spp,NA
2023-03_SwC_stereo-BRUVs,34,Dasyatidae,Bathytoshia,brevicaudata,1,AD,Dasyatidae Bathytoshia brevicaudata,37035001
2023-03_SwC_stereo-BRUVs,34,Labridae,Austrolabrus,maculatus,2,AD,Labridae Austrolabrus maculatus,37384025
2023-03_SwC_stereo-BRUVs,34,Labridae,Choerodon,rubescens,1,AD,Labridae Choerodon rubescens,37384039
2023-03_SwC_stereo-BRUVs,34,Labridae,Coris,auricularis,9,AD,Labridae Coris auricularis,37384088
2023-03_SwC_stereo-BRUVs,34,Labridae,Eupetrichthys,angustipes,1,AD,Labridae Eupetrichthys angustipes,37384105
2023-03_SwC_stereo-BRUVs,34,Labridae,Ophthalmolepis,lineolatus,18,AD,Labridae Ophthalmolepis lineolatus,37384040
2023-03_SwC_stereo-BRUVs,34,Labridae,Pseudolabrus,biserialis,2,AD,Labridae Pseudolabrus biserialis,37384149
2023-03_SwC_stereo-BRUVs,34,Labridae,Unknown,spp,7,AD,Labridae NA NA,37384900
2023-03_SwC_stereo-BRUVs,34,Monacanthidae,Scobinichthys,granulatus,1,AD,Monacanthidae Scobinichthys granulatus,37465007
2023-03_SwC_stereo-BRUVs,34,Microcanthidae,Tilodon,sexfasciatus,1,AD,Microcanthidae Tilodon sexfasciatus,37361003
2023-03_SwC_stereo-BRUVs,34,Triakidae,Furgaleus,macki,1,AD,Triakidae Furgaleus macki,37017003
2023-03_SwC_stereo-BRUVs,34,Unknown,Unknown,spp,1,NA,NA NA NA,NA
2023-03_SwC_stereo-BRUVs,35,Cheilodactylidae,Nemadactylus,valenciennesi,1,AD,Cheilodactylidae Nemadactylus valenciennesi,37377004
2023-03_SwC_stereo-BRUVs,35,Labridae,Coris,auricularis,22,AD,Labridae Coris auricularis,37384088
2023-03_SwC_stereo-BRUVs,35,Labridae,Notolabrus,parilus,1,AD,Labridae Notolabrus parilus,37384022
2023-03_SwC_stereo-BRUVs,35,Labridae,Ophthalmolepis,lineolatus,10,AD,Labridae Ophthalmolepis lineolatus,37384040
2023-03_SwC_stereo-BRUVs,35,Labridae,Pseudolabrus,biserialis,7,AD,Labridae Pseudolabrus biserialis,37384149
2023-03_SwC_stereo-BRUVs,35,Labridae,Siphonognathus,spp,1,AD,Labridae Siphonognathus spp,37385905
2023-03_SwC_stereo-BRUVs,35,Triakidae,Furgaleus,macki,1,AD,Triakidae Furgaleus macki,37017003
2023-03_SwC_stereo-BRUVs,35,Plesiopidae,Trachinops,noarlungae,1,AD,Plesiopidae Trachinops noarlungae,37316017
2023-03_SwC_stereo-BRUVs,35,Pomacentridae,Chromis,klunzingeri,13,AD,Pomacentridae Chromis klunzingeri,37372044
2023-03_SwC_stereo-BRUVs,35,Microcanthidae,Neatypus,obliquus,7,AD,Microcanthidae Neatypus obliquus,37361002
2023-03_SwC_stereo-BRUVs,35,Serranidae,Epinephelides,armatus,1,AD,Serranidae Epinephelides armatus,37311100
2023-03_SwC_stereo-BRUVs,35,Sparidae,Chrysophrys,auratus,3,AD,Sparidae Chrysophrys auratus,37353001
2023-03_SwC_stereo-BRUVs,35,Sphyraenidae,Sphyraena,novaehollandiae,1,AD,Sphyraenidae Sphyraena novaehollandiae,37382002
2023-03_SwC_stereo-BRUVs,36,Arripidae,Arripis,georgianus,1,AD,Arripidae Arripis georgianus,37344001
2023-03_SwC_stereo-BRUVs,36,Cheilodactylidae,Dactylophora,nigricans,1,AD,Cheilodactylidae Dactylophora nigricans,37377005
2023-03_SwC_stereo-BRUVs,36,Gerreidae,Parequula,melbournensis,1,AD,Gerreidae Parequula melbournensis,37349001
2023-03_SwC_stereo-BRUVs,36,Labridae,Austrolabrus,maculatus,2,AD,Labridae Austrolabrus maculatus,37384025
2023-03_SwC_stereo-BRUVs,36,Labridae,Coris,auricularis,24,AD,Labridae Coris auricularis,37384088
2023-03_SwC_stereo-BRUVs,36,Labridae,Notolabrus,parilus,1,AD,Labridae Notolabrus parilus,37384022
2023-03_SwC_stereo-BRUVs,36,Labridae,Ophthalmolepis,lineolatus,21,AD,Labridae Ophthalmolepis lineolatus,37384040
2023-03_SwC_stereo-BRUVs,36,Labridae,Pseudolabrus,biserialis,7,AD,Labridae Pseudolabrus biserialis,37384149
2023-03_SwC_stereo-BRUVs,36,Monacanthidae,Meuschenia,hippocrepis,1,AD,Monacanthidae Meuschenia hippocrepis,37465004
2023-03_SwC_stereo-BRUVs,36,Pomacentridae,Chromis,klunzingeri,40,AD,Pomacentridae Chromis klunzingeri,37372044
2023-03_SwC_stereo-BRUVs,36,Pomacentridae,Chromis,westaustralis,5,AD,Pomacentridae Chromis westaustralis,37372055
2023-03_SwC_stereo-BRUVs,36,Microcanthidae,Neatypus,obliquus,24,AD,Microcanthidae Neatypus obliquus,37361002
2023-03_SwC_stereo-BRUVs,36,Serranidae,Caesioperca,sp,4,AD,Serranidae Caesioperca sp,NA
2023-03_SwC_stereo-BRUVs,36,Sparidae,Chrysophrys,auratus,1,AD,Sparidae Chrysophrys auratus,37353001
2023-03_SwC_stereo-BRUVs,36,Unknown,Unknown,Unknown,1,AD,Unknown Unknown Unknown,NA
2023-03_SwC_stereo-BRUVs,36,Urolophidae,Trygonoptera,ovalis,2,AD,Urolophidae Trygonoptera ovalis,37038016
2023-03_SwC_stereo-BRUVs,37,Glaucosomatidae,Glaucosoma,hebraicum,1,AD,Glaucosomatidae Glaucosoma hebraicum,37320004
2023-03_SwC_stereo-BRUVs,37,Heterodontidae,Heterodontus,portusjacksoni,1,AD,Heterodontidae Heterodontus portusjacksoni,37007001
2023-03_SwC_stereo-BRUVs,37,Labridae,Coris,auricularis,63,AD,Labridae Coris auricularis,37384088
2023-03_SwC_stereo-BRUVs,37,Labridae,Ophthalmolepis,lineolatus,4,AD,Labridae Ophthalmolepis lineolatus,37384040
2023-03_SwC_stereo-BRUVs,37,Microcanthidae,Neatypus,obliquus,1,AD,Microcanthidae Neatypus obliquus,37361002
2023-03_SwC_stereo-BRUVs,37,Sparidae,Chrysophrys,auratus,1,AD,Sparidae Chrysophrys auratus,37353001
2023-03_SwC_stereo-BRUVs,37,Triakidae,Mustelus,antarcticus,1,AD,Triakidae Mustelus antarcticus,37017001
2023-03_SwC_stereo-BRUVs,39,Aulopidae,Latropiscis,purpurissatus,2,AD,Aulopidae Latropiscis purpurissatus,37117001
2023-03_SwC_stereo-BRUVs,39,Cheilodactylidae,Nemadactylus,valenciennesi,1,AD,Cheilodactylidae Nemadactylus valenciennesi,37377004
2023-03_SwC_stereo-BRUVs,39,Labridae,Coris,auricularis,48,AD,Labridae Coris auricularis,37384088
2023-03_SwC_stereo-BRUVs,39,Labridae,Suezichthys,bifurcatus,1,AD,Labridae Suezichthys bifurcatus,37384160
2023-03_SwC_stereo-BRUVs,39,Labridae,Unknown,spp,1,AD,Labridae NA spp,37384900
2023-03_SwC_stereo-BRUVs,39,Monacanthidae,Meuschenia,scabra,3,AD,Monacanthidae Meuschenia scabra,37465005
2023-03_SwC_stereo-BRUVs,39,Mullidae,Upeneichthys,vlamingii,1,AD,Mullidae Upeneichthys vlamingii,37355029
2023-03_SwC_stereo-BRUVs,39,Muraenidae,Gymnothorax,woodwardi,1,AD,Muraenidae Gymnothorax woodwardi,37060054
2023-03_SwC_stereo-BRUVs,39,Neosebastidae,Neosebastes,pandus,1,AD,Neosebastidae Neosebastes pandus,37287003
2023-03_SwC_stereo-BRUVs,39,Parascylliidae,Parascyllium,variolatum,1,AD,Parascylliidae Parascyllium variolatum,37013004
2023-03_SwC_stereo-BRUVs,39,Microcanthidae,Neatypus,obliquus,24,AD,Microcanthidae Neatypus obliquus,37361002
2023-03_SwC_stereo-BRUVs,39,Serranidae,Caesioperca,spp,1,AD,Serranidae Caesioperca spp,37311919
2023-03_SwC_stereo-BRUVs,39,Tetraodontidae,Lagocephalus,sceleratus,1,AD,Tetraodontidae Lagocephalus sceleratus,37467007
2023-03_SwC_stereo-BRUVs,4,Carangidae,Seriola,hippos,6,AD,Carangidae Seriola hippos,37337007
2023-03_SwC_stereo-BRUVs,4,Carangidae,Seriola,lalandi,2,AD,Carangidae Seriola lalandi,37337006
2023-03_SwC_stereo-BRUVs,4,Dasyatidae,Bathytoshia,brevicaudata,2,AD,Dasyatidae Bathytoshia brevicaudata,37035001
2023-03_SwC_stereo-BRUVs,4,Gerreidae,Parequula,melbournensis,1,AD,Gerreidae Parequula melbournensis,37349001
2023-03_SwC_stereo-BRUVs,4,Labridae,Austrolabrus,maculatus,1,AD,Labridae Austrolabrus maculatus,37384025
2023-03_SwC_stereo-BRUVs,4,Labridae,Coris,auricularis,7,AD,Labridae Coris auricularis,37384088
2023-03_SwC_stereo-BRUVs,4,Labridae,Ophthalmolepis,lineolatus,9,AD,Labridae Ophthalmolepis lineolatus,37384040
2023-03_SwC_stereo-BRUVs,4,Labridae,Pseudolabrus,biserialis,9,AD,Labridae Pseudolabrus biserialis,37384149
2023-03_SwC_stereo-BRUVs,4,Pempherididae,Parapriacanthus,elongatus,90,AD,Pempherididae Parapriacanthus elongatus,37357002
2023-03_SwC_stereo-BRUVs,4,Pempherididae,Pempheris,klunzingeri,8,AD,Pempherididae Pempheris klunzingeri,37357003
2023-03_SwC_stereo-BRUVs,4,Pomacentridae,Chromis,klunzingeri,7,AD,Pomacentridae Chromis klunzingeri,37372044
2023-03_SwC_stereo-BRUVs,4,Microcanthidae,Neatypus,obliquus,8,AD,Microcanthidae Neatypus obliquus,37361002
2023-03_SwC_stereo-BRUVs,4,Sparidae,Chrysophrys,auratus,3,AD,Sparidae Chrysophrys auratus,37353001
2023-03_SwC_stereo-BRUVs,4,Trygonorrhinidae,Trygonorrhina,dumerilii,1,AD,Trygonorrhinidae Trygonorrhina dumerilii,37027011
2023-03_SwC_stereo-BRUVs,40,Labridae,Austrolabrus,maculatus,2,AD,Labridae Austrolabrus maculatus,37384025
2023-03_SwC_stereo-BRUVs,40,Labridae,Coris,auricularis,236,AD,Labridae Coris auricularis,37384088
2023-03_SwC_stereo-BRUVs,40,Labridae,Ophthalmolepis,lineolatus,11,AD,Labridae Ophthalmolepis lineolatus,37384040
2023-03_SwC_stereo-BRUVs,40,Labridae,Pseudolabrus,biserialis,4,AD,Labridae Pseudolabrus biserialis,37384149
2023-03_SwC_stereo-BRUVs,40,Monacanthidae,Meuschenia,galii,1,AD,Monacanthidae Meuschenia galii,37465040
2023-03_SwC_stereo-BRUVs,40,Monacanthidae,Meuschenia,venusta,1,AD,Monacanthidae Meuschenia venusta,37465060
2023-03_SwC_stereo-BRUVs,40,Monacanthidae,Scobinichthys,granulatus,1,AD,Monacanthidae Scobinichthys granulatus,37465007
2023-03_SwC_stereo-BRUVs,40,Mullidae,Upeneichthys,vlamingii,1,AD,Mullidae Upeneichthys vlamingii,37355029
2023-03_SwC_stereo-BRUVs,40,Microcanthidae,Neatypus,obliquus,3,AD,Microcanthidae Neatypus obliquus,37361002
2023-03_SwC_stereo-BRUVs,40,Microcanthidae,Tilodon,sexfasciatus,2,AD,Microcanthidae Tilodon sexfasciatus,37361003
2023-03_SwC_stereo-BRUVs,40,Trygonorrhinidae,Trygonorrhina,dumerilii,1,AD,Trygonorrhinidae Trygonorrhina dumerilii,37027011
2023-03_SwC_stereo-BRUVs,40,Urolophidae,Trygonoptera,ovalis,1,AD,Urolophidae Trygonoptera ovalis,37038016
2023-03_SwC_stereo-BRUVs,44,Heterodontidae,Heterodontus,portusjacksoni,1,AD,Heterodontidae Heterodontus portusjacksoni,37007001
2023-03_SwC_stereo-BRUVs,44,Labridae,Coris,auricularis,20,AD,Labridae Coris auricularis,37384088
2023-03_SwC_stereo-BRUVs,44,Labridae,Ophthalmolepis,lineolatus,16,AD,Labridae Ophthalmolepis lineolatus,37384040
2023-03_SwC_stereo-BRUVs,44,Labridae,Pseudolabrus,biserialis,9,AD,Labridae Pseudolabrus biserialis,37384149
2023-03_SwC_stereo-BRUVs,44,Monacanthidae,Meuschenia,galii,2,AD,Monacanthidae Meuschenia galii,37465040
2023-03_SwC_stereo-BRUVs,44,Muraenidae,Gymnothorax,prasinus,1,AD,Muraenidae Gymnothorax prasinus,37060006
2023-03_SwC_stereo-BRUVs,44,Pempherididae,Pempheris,klunzingeri,10,AD,Pempherididae Pempheris klunzingeri,37357003
2023-03_SwC_stereo-BRUVs,44,Pomacentridae,Chromis,klunzingeri,27,AD,Pomacentridae Chromis klunzingeri,37372044
2023-03_SwC_stereo-BRUVs,44,Pomacentridae,Chromis,westaustralis,10,AD,Pomacentridae Chromis westaustralis,37372055
2023-03_SwC_stereo-BRUVs,44,Microcanthidae,Neatypus,obliquus,6,AD,Microcanthidae Neatypus obliquus,37361002
2023-03_SwC_stereo-BRUVs,44,Scyliorhinidae,Aulohalaelurus,labiosus,1,AD,Scyliorhinidae Aulohalaelurus labiosus,37015029
2023-03_SwC_stereo-BRUVs,44,Serranidae,Caesioperca,spp,8,AD,Serranidae Caesioperca spp,37311919
2023-03_SwC_stereo-BRUVs,44,Urolophidae,Trygonoptera,ovalis,1,AD,Urolophidae Trygonoptera ovalis,37038016
2023-03_SwC_stereo-BRUVs,44,Unknown,Unknown,spp,1,NA,NA NA NA,NA
2023-03_SwC_stereo-BRUVs,45,Carangidae,Pseudocaranx,spp,2,AD,Carangidae Pseudocaranx spp,37337924
2023-03_SwC_stereo-BRUVs,45,Dasyatidae,Bathytoshia,brevicaudata,1,AD,Dasyatidae Bathytoshia brevicaudata,37035001
2023-03_SwC_stereo-BRUVs,45,Labridae,Austrolabrus,maculatus,1,AD,Labridae Austrolabrus maculatus,37384025
2023-03_SwC_stereo-BRUVs,45,Labridae,Coris,auricularis,35,AD,Labridae Coris auricularis,37384088
2023-03_SwC_stereo-BRUVs,45,Labridae,Pseudolabrus,biserialis,2,AD,Labridae Pseudolabrus biserialis,37384149
2023-03_SwC_stereo-BRUVs,45,Labridae,Suezichthys,bifurcatus,2,AD,Labridae Suezichthys bifurcatus,37384160
2023-03_SwC_stereo-BRUVs,45,Labridae,Unknown,spp,1,AD,Labridae NA spp,37384900
2023-03_SwC_stereo-BRUVs,45,Monacanthidae,Acanthaluteres,vittiger,1,AD,Monacanthidae Acanthaluteres vittiger,37465002
2023-03_SwC_stereo-BRUVs,45,Microcanthidae,Neatypus,obliquus,9,AD,Microcanthidae Neatypus obliquus,37361002
2023-03_SwC_stereo-BRUVs,45,Sparidae,Chrysophrys,auratus,4,AD,Sparidae Chrysophrys auratus,37353001
2023-03_SwC_stereo-BRUVs,46,Carangidae,Pseudocaranx,spp,2,AD,Carangidae Pseudocaranx spp,37337924
2023-03_SwC_stereo-BRUVs,46,Gerreidae,Parequula,melbournensis,1,AD,Gerreidae Parequula melbournensis,37349001
2023-03_SwC_stereo-BRUVs,46,Glaucosomatidae,Glaucosoma,hebraicum,1,AD,Glaucosomatidae Glaucosoma hebraicum,37320004
2023-03_SwC_stereo-BRUVs,46,Labridae,Austrolabrus,maculatus,2,AD,Labridae Austrolabrus maculatus,37384025
2023-03_SwC_stereo-BRUVs,46,Labridae,Bodianus,frenchii,1,AD,Labridae Bodianus frenchii,37384057
2023-03_SwC_stereo-BRUVs,46,Labridae,Coris,auricularis,101,AD,Labridae Coris auricularis,37384088
2023-03_SwC_stereo-BRUVs,46,Labridae,Notolabrus,parilus,1,AD,Labridae Notolabrus parilus,37384022
2023-03_SwC_stereo-BRUVs,46,Labridae,Ophthalmolepis,lineolatus,10,AD,Labridae Ophthalmolepis lineolatus,37384040
2023-03_SwC_stereo-BRUVs,46,Labridae,Pseudolabrus,biserialis,10,AD,Labridae Pseudolabrus biserialis,37384149
2023-03_SwC_stereo-BRUVs,46,Monacanthidae,Meuschenia,galii,2,AD,Monacanthidae Meuschenia galii,37465040
2023-03_SwC_stereo-BRUVs,46,Mullidae,Upeneichthys,vlamingii,1,AD,Mullidae Upeneichthys vlamingii,37355029
2023-03_SwC_stereo-BRUVs,46,Pomacentridae,Chromis,klunzingeri,21,AD,Pomacentridae Chromis klunzingeri,37372044
2023-03_SwC_stereo-BRUVs,46,Pomacentridae,Chromis,westaustralis,4,AD,Pomacentridae Chromis westaustralis,37372055
2023-03_SwC_stereo-BRUVs,46,Microcanthidae,Neatypus,obliquus,8,AD,Microcanthidae Neatypus obliquus,37361002
2023-03_SwC_stereo-BRUVs,46,Serranidae,Epinephelides,armatus,1,AD,Serranidae Epinephelides armatus,37311100
2023-03_SwC_stereo-BRUVs,46,Sparidae,Chrysophrys,auratus,1,AD,Sparidae Chrysophrys auratus,37353001
2023-03_SwC_stereo-BRUVs,46,Urolophidae,Trygonoptera,ovalis,1,AD,Urolophidae Trygonoptera ovalis,37038016
2023-03_SwC_stereo-BRUVs,47,Aulopidae,Latropiscis,purpurissatus,1,AD,Aulopidae Latropiscis purpurissatus,37117001
2023-03_SwC_stereo-BRUVs,47,Carangidae,Seriola,lalandi,1,AD,Carangidae Seriola lalandi,37337006
2023-03_SwC_stereo-BRUVs,47,Cheilodactylidae,Nemadactylus,valenciennesi,1,AD,Cheilodactylidae Nemadactylus valenciennesi,37377004
2023-03_SwC_stereo-BRUVs,47,Heterodontidae,Heterodontus,portusjacksoni,1,AD,Heterodontidae Heterodontus portusjacksoni,37007001
2023-03_SwC_stereo-BRUVs,47,Labridae,Bodianus,frenchii,1,AD,Labridae Bodianus frenchii,37384057
2023-03_SwC_stereo-BRUVs,47,Labridae,Coris,auricularis,6,AD,Labridae Coris auricularis,37384088
2023-03_SwC_stereo-BRUVs,47,Labridae,Unknown,spp,1,AD,Labridae NA spp,37384900
2023-03_SwC_stereo-BRUVs,47,Monacanthidae,Meuschenia,scabra,3,AD,Monacanthidae Meuschenia scabra,37465005
2023-03_SwC_stereo-BRUVs,47,Oplegnathidae,Oplegnathus,woodwardi,2,AD,Oplegnathidae Oplegnathus woodwardi,37369002
2023-03_SwC_stereo-BRUVs,47,Microcanthidae,Neatypus,obliquus,24,AD,Microcanthidae Neatypus obliquus,37361002
2023-03_SwC_stereo-BRUVs,47,Serranidae,Caesioperca,spp,90,AD,Serranidae Caesioperca spp,37311919
