campaignid,sample,family,genus,species,count,stage,scientific,caab_code
2020-06_south-west_stereo-BRUVs,01,Carangidae,Pseudocaranx,spp,1,AD,Carangidae Pseudocaranx spp,37337924
2020-06_south-west_stereo-BRUVs,01,Labridae,Austrolabrus,maculatus,2,AD,Labridae Austrolabrus maculatus,37384025
2020-06_south-west_stereo-BRUVs,01,Labridae,Coris,auricularis,5,AD,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,01,Labridae,Ophthalmolepis,lineolatus,2,F,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,01,Labridae,Pseudolabrus,biserialis,17,AD,Labridae Pseudolabrus biserialis,37384149
2020-06_south-west_stereo-BRUVs,01,Pomacentridae,Chromis,klunzingeri,35,AD,Pomacentridae Chromis klunzingeri,37372044
2020-06_south-west_stereo-BRUVs,01,Microcanthidae,Tilodon,sexfasciatus,1,AD,Microcanthidae Tilodon sexfasciatus,37361003
2020-06_south-west_stereo-BRUVs,01,Serranidae,Caesioperca,spp,14,AD,Serranidae Caesioperca spp,37311919
2020-06_south-west_stereo-BRUVs,01,Serranidae,Hypoplectrodes,nigroruber,1,AD,Serranidae Hypoplectrodes nigroruber,37311037
2020-06_south-west_stereo-BRUVs,01,Sparidae,Chrysophrys,auratus,1,AD,Sparidae Chrysophrys auratus,37353001
2020-06_south-west_stereo-BRUVs,01,Triakidae,Furgaleus,macki,1,AD,Triakidae Furgaleus macki,37017003
2020-06_south-west_stereo-BRUVs,02,Carangidae,Seriola,hippos,1,AD,Carangidae Seriola hippos,37337007
2020-06_south-west_stereo-BRUVs,02,Gerreidae,Parequula,melbournensis,1,AD,Gerreidae Parequula melbournensis,37349001
2020-06_south-west_stereo-BRUVs,02,Labridae,Ophthalmolepis,lineolatus,2,F,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,02,Labridae,Pseudolabrus,biserialis,10,AD,Labridae Pseudolabrus biserialis,37384149
2020-06_south-west_stereo-BRUVs,02,Monacanthidae,Meuschenia,galii,1,AD,Monacanthidae Meuschenia galii,37465040
2020-06_south-west_stereo-BRUVs,02,Pomacentridae,Chromis,klunzingeri,52,AD,Pomacentridae Chromis klunzingeri,37372044
2020-06_south-west_stereo-BRUVs,02,Scombridae,Unknown,spp,4,AD,Scombridae NA NA,37441000
2020-06_south-west_stereo-BRUVs,02,Microcanthidae,Neatypus,obliquus,6,AD,Microcanthidae Neatypus obliquus,37361002
2020-06_south-west_stereo-BRUVs,02,Serranidae,Caesioperca,spp,26,AD,Serranidae Caesioperca spp,37311919
2020-06_south-west_stereo-BRUVs,02,Triakidae,Furgaleus,macki,1,AD,Triakidae Furgaleus macki,37017003
2020-06_south-west_stereo-BRUVs,03,Gerreidae,Parequula,melbournensis,2,AD,Gerreidae Parequula melbournensis,37349001
2020-06_south-west_stereo-BRUVs,03,Glaucosomatidae,Glaucosoma,hebraicum,3,AD,Glaucosomatidae Glaucosoma hebraicum,37320004
2020-06_south-west_stereo-BRUVs,03,Labridae,Coris,auricularis,3,F,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,03,Labridae,Ophthalmolepis,lineolatus,6,F,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,03,Labridae,Pseudolabrus,biserialis,8,AD,Labridae Pseudolabrus biserialis,37384149
2020-06_south-west_stereo-BRUVs,03,Pomacentridae,Chromis,klunzingeri,12,AD,Pomacentridae Chromis klunzingeri,37372044
2020-06_south-west_stereo-BRUVs,03,Microcanthidae,Neatypus,obliquus,9,AD,Microcanthidae Neatypus obliquus,37361002
2020-06_south-west_stereo-BRUVs,03,Sparidae,Chrysophrys,auratus,2,AD,Sparidae Chrysophrys auratus,37353001
2020-06_south-west_stereo-BRUVs,03,Triakidae,Furgaleus,macki,1,AD,Triakidae Furgaleus macki,37017003
2020-06_south-west_stereo-BRUVs,04,Aulopidae,Latropiscis,purpurissatus,1,AD,Aulopidae Latropiscis purpurissatus,37117001
2020-06_south-west_stereo-BRUVs,04,Carangidae,Pseudocaranx,spp,3,AD,Carangidae Pseudocaranx spp,37337924
2020-06_south-west_stereo-BRUVs,04,Cheilodactylidae,Nemadactylus,valenciennesi,4,AD,Cheilodactylidae Nemadactylus valenciennesi,37377004
2020-06_south-west_stereo-BRUVs,04,Labridae,Coris,auricularis,1,M,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,04,Labridae,Ophthalmolepis,lineolatus,3,F,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,04,Labridae,Pseudolabrus,biserialis,1,AD,Labridae Pseudolabrus biserialis,37384149
2020-06_south-west_stereo-BRUVs,04,Microcanthidae,Neatypus,obliquus,10,AD,Microcanthidae Neatypus obliquus,37361002
2020-06_south-west_stereo-BRUVs,04,Sparidae,Chrysophrys,auratus,3,AD,Sparidae Chrysophrys auratus,37353001
2020-06_south-west_stereo-BRUVs,04,Triakidae,Mustelus,antarcticus,1,AD,Triakidae Mustelus antarcticus,37017001
2020-06_south-west_stereo-BRUVs,05,Gerreidae,Parequula,melbournensis,7,AD,Gerreidae Parequula melbournensis,37349001
2020-06_south-west_stereo-BRUVs,05,Heterodontidae,Heterodontus,portusjacksoni,1,AD,Heterodontidae Heterodontus portusjacksoni,37007001
2020-06_south-west_stereo-BRUVs,05,Labridae,Austrolabrus,maculatus,2,AD,Labridae Austrolabrus maculatus,37384025
2020-06_south-west_stereo-BRUVs,05,Labridae,Ophthalmolepis,lineolatus,6,F,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,05,Labridae,Pseudolabrus,biserialis,4,AD,Labridae Pseudolabrus biserialis,37384149
2020-06_south-west_stereo-BRUVs,05,Monacanthidae,Meuschenia,freycineti,1,AD,Monacanthidae Meuschenia freycineti,37465036
2020-06_south-west_stereo-BRUVs,05,Monacanthidae,Scobinichthys,granulatus,1,AD,Monacanthidae Scobinichthys granulatus,37465007
2020-06_south-west_stereo-BRUVs,05,Mullidae,Upeneichthys,vlamingii,2,AD,Mullidae Upeneichthys vlamingii,37355029
2020-06_south-west_stereo-BRUVs,05,Myliobatidae,Myliobatis,tenuicaudatus,1,AD,Myliobatidae Myliobatis tenuicaudatus,37039001
2020-06_south-west_stereo-BRUVs,05,Oplegnathidae,Oplegnathus,woodwardi,2,AD,Oplegnathidae Oplegnathus woodwardi,37369002
2020-06_south-west_stereo-BRUVs,05,Pempherididae,Pempheris,klunzingeri,37,AD,Pempherididae Pempheris klunzingeri,37357003
2020-06_south-west_stereo-BRUVs,05,Pomacentridae,Chromis,klunzingeri,1,AD,Pomacentridae Chromis klunzingeri,37372044
2020-06_south-west_stereo-BRUVs,05,Microcanthidae,Neatypus,obliquus,26,AD,Microcanthidae Neatypus obliquus,37361002
2020-06_south-west_stereo-BRUVs,05,Tetraodontidae,Omegophora,armilla,1,AD,Tetraodontidae Omegophora armilla,37467002
2020-06_south-west_stereo-BRUVs,06,Carangidae,Pseudocaranx,spp,1,AD,Carangidae Pseudocaranx spp,37337924
2020-06_south-west_stereo-BRUVs,06,Heterodontidae,Heterodontus,portusjacksoni,2,AD,Heterodontidae Heterodontus portusjacksoni,37007001
2020-06_south-west_stereo-BRUVs,06,Labridae,Austrolabrus,maculatus,2,AD,Labridae Austrolabrus maculatus,37384025
2020-06_south-west_stereo-BRUVs,06,Labridae,Coris,auricularis,3,F,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,06,Labridae,Coris,auricularis,1,M,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,06,Labridae,Eupetrichthys,angustipes,1,AD,Labridae Eupetrichthys angustipes,37384105
2020-06_south-west_stereo-BRUVs,06,Labridae,Ophthalmolepis,lineolatus,4,F,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,06,Labridae,Pseudolabrus,biserialis,5,AD,Labridae Pseudolabrus biserialis,37384149
2020-06_south-west_stereo-BRUVs,06,Labridae,Siphonognathus,caninis,1,AD,Labridae Siphonognathus caninis,37385011
2020-06_south-west_stereo-BRUVs,06,Oplegnathidae,Oplegnathus,woodwardi,1,AD,Oplegnathidae Oplegnathus woodwardi,37369002
2020-06_south-west_stereo-BRUVs,06,Microcanthidae,Neatypus,obliquus,1,AD,Microcanthidae Neatypus obliquus,37361002
2020-06_south-west_stereo-BRUVs,06,Triakidae,Mustelus,antarcticus,1,AD,Triakidae Mustelus antarcticus,37017001
2020-06_south-west_stereo-BRUVs,06,Trygonorrhinidae,Trygonorrhina,dumerilii,2,AD,Trygonorrhinidae Trygonorrhina dumerilii,37027011
2020-06_south-west_stereo-BRUVs,07,Heterodontidae,Heterodontus,portusjacksoni,2,AD,Heterodontidae Heterodontus portusjacksoni,37007001
2020-06_south-west_stereo-BRUVs,07,Labridae,Austrolabrus,maculatus,3,AD,Labridae Austrolabrus maculatus,37384025
2020-06_south-west_stereo-BRUVs,07,Labridae,Coris,auricularis,7,F,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,07,Labridae,Coris,auricularis,1,M,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,07,Labridae,Eupetrichthys,angustipes,1,AD,Labridae Eupetrichthys angustipes,37384105
2020-06_south-west_stereo-BRUVs,07,Labridae,Ophthalmolepis,lineolatus,3,F,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,07,Labridae,Pseudolabrus,biserialis,2,AD,Labridae Pseudolabrus biserialis,37384149
2020-06_south-west_stereo-BRUVs,07,Monocentrididae,Cleidopus,gloriamaris,2,AD,Monocentrididae Cleidopus gloriamaris,37259001
2020-06_south-west_stereo-BRUVs,07,Myliobatidae,Myliobatis,tenuicaudatus,1,AD,Myliobatidae Myliobatis tenuicaudatus,37039001
2020-06_south-west_stereo-BRUVs,07,Urolophidae,Trygonoptera,ovalis,1,AD,Urolophidae Trygonoptera ovalis,37038016
2020-06_south-west_stereo-BRUVs,08,Aplodactylidae,Aplodactylus,westralis,1,AD,Aplodactylidae Aplodactylus westralis,37376004
2020-06_south-west_stereo-BRUVs,08,Callanthiidae,Callanthias,allporti,3,AD,Callanthiidae Callanthias allporti,37311004
2020-06_south-west_stereo-BRUVs,08,Carangidae,Seriola,hippos,2,AD,Carangidae Seriola hippos,37337007
2020-06_south-west_stereo-BRUVs,08,Cheilodactylidae,Nemadactylus,valenciennesi,1,AD,Cheilodactylidae Nemadactylus valenciennesi,37377004
2020-06_south-west_stereo-BRUVs,08,Glaucosomatidae,Glaucosoma,hebraicum,2,AD,Glaucosomatidae Glaucosoma hebraicum,37320004
2020-06_south-west_stereo-BRUVs,08,Heterodontidae,Heterodontus,portusjacksoni,1,AD,Heterodontidae Heterodontus portusjacksoni,37007001
2020-06_south-west_stereo-BRUVs,08,Labridae,Bodianus,frenchii,2,AD,Labridae Bodianus frenchii,37384057
2020-06_south-west_stereo-BRUVs,08,Labridae,Choerodon,rubescens,1,AD,Labridae Choerodon rubescens,37384039
2020-06_south-west_stereo-BRUVs,08,Labridae,Coris,auricularis,18,AD,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,08,Labridae,Coris,auricularis,17,F,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,08,Labridae,Coris,auricularis,1,M,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,08,Labridae,Notolabrus,parilus,1,AD,Labridae Notolabrus parilus,37384022
2020-06_south-west_stereo-BRUVs,08,Labridae,Ophthalmolepis,lineolatus,3,AD,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,08,Labridae,Ophthalmolepis,lineolatus,2,J,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,08,Labridae,Pseudolabrus,biserialis,7,AD,Labridae Pseudolabrus biserialis,37384149
2020-06_south-west_stereo-BRUVs,08,Monacanthidae,Meuschenia,flavolineata,2,AD,Monacanthidae Meuschenia flavolineata,37465035
2020-06_south-west_stereo-BRUVs,08,Monacanthidae,Meuschenia,galii,1,AD,Monacanthidae Meuschenia galii,37465040
2020-06_south-west_stereo-BRUVs,08,Pempherididae,Parapriacanthus,elongatus,600,AD,Pempherididae Parapriacanthus elongatus,37357002
2020-06_south-west_stereo-BRUVs,08,Plesiopidae,Paraplesiops,meleagris,1,AD,Plesiopidae Paraplesiops meleagris,37316009
2020-06_south-west_stereo-BRUVs,08,Plesiopidae,Trachinops,noarlungae,8,AD,Plesiopidae Trachinops noarlungae,37316017
2020-06_south-west_stereo-BRUVs,08,Pomacentridae,Chromis,klunzingeri,45,AD,Pomacentridae Chromis klunzingeri,37372044
2020-06_south-west_stereo-BRUVs,08,Pomacentridae,Parma,bicolor,1,AD,Pomacentridae Parma bicolor,37372092
2020-06_south-west_stereo-BRUVs,08,Scorpaenidae,Scorpaena,sumptuosa,2,AD,Scorpaenidae Scorpaena sumptuosa,37287072
2020-06_south-west_stereo-BRUVs,08,Microcanthidae,Neatypus,obliquus,2,AD,Microcanthidae Neatypus obliquus,37361002
2020-06_south-west_stereo-BRUVs,08,Scorpididae,Scorpis,aequipinnis,2,AD,Scorpididae Scorpis aequipinnis,37361004
2020-06_south-west_stereo-BRUVs,08,Scorpididae,Scorpis,georgiana,1,AD,Scorpididae Scorpis georgiana,37361015
2020-06_south-west_stereo-BRUVs,08,Microcanthidae,Tilodon,sexfasciatus,2,AD,Microcanthidae Tilodon sexfasciatus,37361003
2020-06_south-west_stereo-BRUVs,08,Serranidae,Epinephelides,armatus,1,AD,Serranidae Epinephelides armatus,37311100
2020-06_south-west_stereo-BRUVs,08,Serranidae,Hypoplectrodes,nigroruber,1,AD,Serranidae Hypoplectrodes nigroruber,37311037
2020-06_south-west_stereo-BRUVs,08,Sparidae,Chrysophrys,auratus,6,AD,Sparidae Chrysophrys auratus,37353001
2020-06_south-west_stereo-BRUVs,09,Gerreidae,Parequula,melbournensis,2,AD,Gerreidae Parequula melbournensis,37349001
2020-06_south-west_stereo-BRUVs,09,Labridae,Austrolabrus,maculatus,1,AD,Labridae Austrolabrus maculatus,37384025
2020-06_south-west_stereo-BRUVs,09,Labridae,Coris,auricularis,1,F,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,09,Labridae,Coris,auricularis,1,M,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,09,Labridae,Eupetrichthys,angustipes,1,AD,Labridae Eupetrichthys angustipes,37384105
2020-06_south-west_stereo-BRUVs,09,Labridae,Ophthalmolepis,lineolatus,5,F,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,09,Labridae,Pseudolabrus,biserialis,3,AD,Labridae Pseudolabrus biserialis,37384149
2020-06_south-west_stereo-BRUVs,09,Mullidae,Upeneichthys,vlamingii,1,AD,Mullidae Upeneichthys vlamingii,37355029
2020-06_south-west_stereo-BRUVs,09,Myliobatidae,Myliobatis,tenuicaudatus,1,AD,Myliobatidae Myliobatis tenuicaudatus,37039001
2020-06_south-west_stereo-BRUVs,09,Pomacentridae,Chromis,klunzingeri,4,AD,Pomacentridae Chromis klunzingeri,37372044
2020-06_south-west_stereo-BRUVs,09,Microcanthidae,Neatypus,obliquus,15,AD,Microcanthidae Neatypus obliquus,37361002
2020-06_south-west_stereo-BRUVs,09,Serranidae,Caesioperca,spp,11,AD,Serranidae Caesioperca spp,37311919
2020-06_south-west_stereo-BRUVs,09,Trygonorrhinidae,Trygonorrhina,dumerilii,1,AD,Trygonorrhinidae Trygonorrhina dumerilii,37027011
2020-06_south-west_stereo-BRUVs,10,Batrachoididae,Batrachomoeus,rubricephalus,1,AD,Batrachoididae Batrachomoeus rubricephalus,37205009
2020-06_south-west_stereo-BRUVs,10,Carangidae,Pseudocaranx,spp,2,AD,Carangidae Pseudocaranx spp,37337924
2020-06_south-west_stereo-BRUVs,10,Cheilodactylidae,Nemadactylus,valenciennesi,1,AD,Cheilodactylidae Nemadactylus valenciennesi,37377004
2020-06_south-west_stereo-BRUVs,10,Labridae,Achoerodus,gouldii,1,AD,Labridae Achoerodus gouldii,37384002
2020-06_south-west_stereo-BRUVs,10,Labridae,Choerodon,rubescens,1,AD,Labridae Choerodon rubescens,37384039
2020-06_south-west_stereo-BRUVs,10,Labridae,Coris,auricularis,9,F,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,10,Labridae,Coris,auricularis,1,M,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,10,Labridae,Ophthalmolepis,lineolatus,3,F,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,10,Labridae,Ophthalmolepis,lineolatus,1,M,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,10,Labridae,Pseudolabrus,biserialis,10,AD,Labridae Pseudolabrus biserialis,37384149
2020-06_south-west_stereo-BRUVs,10,Monacanthidae,Meuschenia,freycineti,1,AD,Monacanthidae Meuschenia freycineti,37465036
2020-06_south-west_stereo-BRUVs,10,Myliobatidae,Myliobatis,tenuicaudatus,1,AD,Myliobatidae Myliobatis tenuicaudatus,37039001
2020-06_south-west_stereo-BRUVs,10,Microcanthidae,Neatypus,obliquus,1,AD,Microcanthidae Neatypus obliquus,37361002
2020-06_south-west_stereo-BRUVs,10,Microcanthidae,Tilodon,sexfasciatus,1,AD,Microcanthidae Tilodon sexfasciatus,37361003
2020-06_south-west_stereo-BRUVs,11,Gerreidae,Parequula,melbournensis,2,AD,Gerreidae Parequula melbournensis,37349001
2020-06_south-west_stereo-BRUVs,11,Heterodontidae,Heterodontus,portusjacksoni,2,AD,Heterodontidae Heterodontus portusjacksoni,37007001
2020-06_south-west_stereo-BRUVs,11,Labridae,Achoerodus,gouldii,1,AD,Labridae Achoerodus gouldii,37384002
2020-06_south-west_stereo-BRUVs,11,Labridae,Austrolabrus,maculatus,1,AD,Labridae Austrolabrus maculatus,37384025
2020-06_south-west_stereo-BRUVs,11,Labridae,Coris,auricularis,3,F,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,11,Labridae,Ophthalmolepis,lineolatus,3,F,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,11,Labridae,Pseudolabrus,biserialis,6,AD,Labridae Pseudolabrus biserialis,37384149
2020-06_south-west_stereo-BRUVs,11,Myliobatidae,Myliobatis,tenuicaudatus,1,AD,Myliobatidae Myliobatis tenuicaudatus,37039001
2020-06_south-west_stereo-BRUVs,11,Pomacentridae,Chromis,klunzingeri,54,AD,Pomacentridae Chromis klunzingeri,37372044
2020-06_south-west_stereo-BRUVs,11,Microcanthidae,Neatypus,obliquus,4,AD,Microcanthidae Neatypus obliquus,37361002
2020-06_south-west_stereo-BRUVs,11,Serranidae,Caesioperca,spp,3,AD,Serranidae Caesioperca spp,37311919
2020-06_south-west_stereo-BRUVs,12,Carangidae,Seriola,hippos,1,AD,Carangidae Seriola hippos,37337007
2020-06_south-west_stereo-BRUVs,12,Cheilodactylidae,Nemadactylus,valenciennesi,2,AD,Cheilodactylidae Nemadactylus valenciennesi,37377004
2020-06_south-west_stereo-BRUVs,12,Kyphosidae,Kyphosus,sydneyanus,1,AD,Kyphosidae Kyphosus sydneyanus,37361001
2020-06_south-west_stereo-BRUVs,12,Labridae,Bodianus,frenchii,1,AD,Labridae Bodianus frenchii,37384057
2020-06_south-west_stereo-BRUVs,12,Labridae,Choerodon,rubescens,1,AD,Labridae Choerodon rubescens,37384039
2020-06_south-west_stereo-BRUVs,12,Labridae,Coris,auricularis,4,F,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,12,Labridae,Pseudolabrus,biserialis,3,AD,Labridae Pseudolabrus biserialis,37384149
2020-06_south-west_stereo-BRUVs,12,Monacanthidae,Meuschenia,flavolineata,1,AD,Monacanthidae Meuschenia flavolineata,37465035
2020-06_south-west_stereo-BRUVs,12,Monacanthidae,Meuschenia,galii,1,AD,Monacanthidae Meuschenia galii,37465040
2020-06_south-west_stereo-BRUVs,12,Myliobatidae,Myliobatis,tenuicaudatus,1,AD,Myliobatidae Myliobatis tenuicaudatus,37039001
2020-06_south-west_stereo-BRUVs,12,Orectolobidae,Orectolobus,spp,1,AD,Orectolobidae Orectolobus spp,37013906
2020-06_south-west_stereo-BRUVs,12,Pomacentridae,Parma,bicolor,1,AD,Pomacentridae Parma bicolor,37372092
2020-06_south-west_stereo-BRUVs,12,Scorpaenidae,Scorpaena,sumptuosa,1,AD,Scorpaenidae Scorpaena sumptuosa,37287072
2020-06_south-west_stereo-BRUVs,12,Microcanthidae,Neatypus,obliquus,17,AD,Microcanthidae Neatypus obliquus,37361002
2020-06_south-west_stereo-BRUVs,12,Serranidae,Epinephelides,armatus,3,AD,Serranidae Epinephelides armatus,37311100
2020-06_south-west_stereo-BRUVs,12,Sparidae,Chrysophrys,auratus,5,AD,Sparidae Chrysophrys auratus,37353001
2020-06_south-west_stereo-BRUVs,12,Triakidae,Furgaleus,macki,1,AD,Triakidae Furgaleus macki,37017003
2020-06_south-west_stereo-BRUVs,13,Carangidae,Seriola,hippos,1,AD,Carangidae Seriola hippos,37337007
2020-06_south-west_stereo-BRUVs,13,Cheilodactylidae,Nemadactylus,valenciennesi,1,AD,Cheilodactylidae Nemadactylus valenciennesi,37377004
2020-06_south-west_stereo-BRUVs,13,Dasyatidae,Bathytoshia,brevicaudata,1,AD,Dasyatidae Bathytoshia brevicaudata,37035001
2020-06_south-west_stereo-BRUVs,13,Labridae,Austrolabrus,maculatus,1,AD,Labridae Austrolabrus maculatus,37384025
2020-06_south-west_stereo-BRUVs,13,Labridae,Coris,auricularis,4,F,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,13,Labridae,Ophthalmolepis,lineolatus,1,J,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,13,Labridae,Pseudolabrus,biserialis,9,AD,Labridae Pseudolabrus biserialis,37384149
2020-06_south-west_stereo-BRUVs,13,Monacanthidae,Meuschenia,flavolineata,1,AD,Monacanthidae Meuschenia flavolineata,37465035
2020-06_south-west_stereo-BRUVs,13,Pomacentridae,Parma,bicolor,1,AD,Pomacentridae Parma bicolor,37372092
2020-06_south-west_stereo-BRUVs,13,Serranidae,Caesioperca,rasor,3,AD,Serranidae Caesioperca rasor,37311003
2020-06_south-west_stereo-BRUVs,13,Serranidae,Epinephelides,armatus,1,AD,Serranidae Epinephelides armatus,37311100
2020-06_south-west_stereo-BRUVs,13,Serranidae,Hypoplectrodes,nigroruber,1,AD,Serranidae Hypoplectrodes nigroruber,37311037
2020-06_south-west_stereo-BRUVs,13,Triakidae,Furgaleus,macki,1,AD,Triakidae Furgaleus macki,37017003
2020-06_south-west_stereo-BRUVs,13,Urolophidae,Trygonoptera,ovalis,1,AD,Urolophidae Trygonoptera ovalis,37038016
2020-06_south-west_stereo-BRUVs,14,Carcharhinidae,Carcharhinus,limbatus,2,AD,Carcharhinidae Carcharhinus limbatus,37018039
2020-06_south-west_stereo-BRUVs,14,Cheilodactylidae,Nemadactylus,valenciennesi,2,AD,Cheilodactylidae Nemadactylus valenciennesi,37377004
2020-06_south-west_stereo-BRUVs,14,Glaucosomatidae,Glaucosoma,hebraicum,3,AD,Glaucosomatidae Glaucosoma hebraicum,37320004
2020-06_south-west_stereo-BRUVs,14,Labridae,Coris,auricularis,6,F,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,14,Labridae,Coris,auricularis,1,M,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,14,Labridae,Ophthalmolepis,lineolatus,8,F,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,14,Labridae,Pseudolabrus,biserialis,5,AD,Labridae Pseudolabrus biserialis,37384149
2020-06_south-west_stereo-BRUVs,14,Pempherididae,Parapriacanthus,elongatus,148,AD,Pempherididae Parapriacanthus elongatus,37357002
2020-06_south-west_stereo-BRUVs,14,Pempherididae,Pempheris,klunzingeri,5,AD,Pempherididae Pempheris klunzingeri,37357003
2020-06_south-west_stereo-BRUVs,14,Plesiopidae,Trachinops,noarlungae,10,AD,Plesiopidae Trachinops noarlungae,37316017
2020-06_south-west_stereo-BRUVs,14,Pomacentridae,Chromis,klunzingeri,22,AD,Pomacentridae Chromis klunzingeri,37372044
2020-06_south-west_stereo-BRUVs,14,Microcanthidae,Neatypus,obliquus,5,AD,Microcanthidae Neatypus obliquus,37361002
2020-06_south-west_stereo-BRUVs,14,Scorpididae,Scorpis,georgiana,1,AD,Scorpididae Scorpis georgiana,37361015
2020-06_south-west_stereo-BRUVs,14,Microcanthidae,Tilodon,sexfasciatus,1,AD,Microcanthidae Tilodon sexfasciatus,37361003
2020-06_south-west_stereo-BRUVs,14,Serranidae,Caesioperca,rasor,3,AD,Serranidae Caesioperca rasor,37311003
2020-06_south-west_stereo-BRUVs,14,Serranidae,Epinephelides,armatus,1,AD,Serranidae Epinephelides armatus,37311100
2020-06_south-west_stereo-BRUVs,14,Sparidae,Chrysophrys,auratus,2,AD,Sparidae Chrysophrys auratus,37353001
2020-06_south-west_stereo-BRUVs,15,Carangidae,Pseudocaranx,spp,6,AD,Carangidae Pseudocaranx spp,37337924
2020-06_south-west_stereo-BRUVs,15,Cheilodactylidae,Nemadactylus,valenciennesi,1,AD,Cheilodactylidae Nemadactylus valenciennesi,37377004
2020-06_south-west_stereo-BRUVs,15,Labridae,Coris,auricularis,6,F,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,15,Labridae,Ophthalmolepis,lineolatus,4,F,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,15,Labridae,Pseudolabrus,biserialis,9,AD,Labridae Pseudolabrus biserialis,37384149
2020-06_south-west_stereo-BRUVs,15,Muraenidae,Gymnothorax,prasinus,1,AD,Muraenidae Gymnothorax prasinus,37060006
2020-06_south-west_stereo-BRUVs,15,Scorpididae,Scorpis,aequipinnis,1,AD,Scorpididae Scorpis aequipinnis,37361004
2020-06_south-west_stereo-BRUVs,15,Serranidae,Caesioperca,rasor,2,AD,Serranidae Caesioperca rasor,37311003
2020-06_south-west_stereo-BRUVs,15,Serranidae,Epinephelides,armatus,1,AD,Serranidae Epinephelides armatus,37311100
2020-06_south-west_stereo-BRUVs,15,Triakidae,Furgaleus,macki,1,AD,Triakidae Furgaleus macki,37017003
2020-06_south-west_stereo-BRUVs,15,Triakidae,Mustelus,antarcticus,1,AD,Triakidae Mustelus antarcticus,37017001
2020-06_south-west_stereo-BRUVs,15,Trygonorrhinidae,Trygonorrhina,dumerilii,1,AD,Trygonorrhinidae Trygonorrhina dumerilii,37027011
2020-06_south-west_stereo-BRUVs,16,Cheilodactylidae,Nemadactylus,valenciennesi,2,AD,Cheilodactylidae Nemadactylus valenciennesi,37377004
2020-06_south-west_stereo-BRUVs,16,Haemulidae,Plectorhinchus,flavomaculatus,1,AD,Haemulidae Plectorhinchus flavomaculatus,37350007
2020-06_south-west_stereo-BRUVs,16,Labridae,Coris,auricularis,7,F,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,16,Labridae,Coris,auricularis,1,M,Labridae Coris auricularis,37384088
2020-06_south-west_stereo-BRUVs,16,Labridae,Notolabrus,parilus,1,AD,Labridae Notolabrus parilus,37384022
2020-06_south-west_stereo-BRUVs,16,Labridae,Ophthalmolepis,lineolatus,1,AD,Labridae Ophthalmolepis lineolatus,37384040
2020-06_south-west_stereo-BRUVs,16,Labridae,Ophthalmolepis,lineolatus,7,F,Labridae Ophthalmolepis lineolatus,37384040
